support,itemsets,length
0.052233792408464895,"马克.雅可布香水, 祖玛珑香水",2
0.052233792408464895,"Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中, 菲拉格慕香水",2
0.05206583809203896,"Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装, 祖玛珑香水",2
0.05206583809203896,"VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装, 菲拉格慕香水",2
0.05206583809203896,"VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装, 兰蔻香水",2
0.05206583809203896,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 祖玛珑香水",2
0.05206583809203896,"祖玛珑香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",2
0.05206583809203896,"Dior迪奥真我香水女士 -100ml淡香水EDT, 博柏利香水",2
0.05206583809203896,"Chanel香奈儿COCO可可小姐女士淡香水100ml, 祖玛珑香水",2
0.05189788377561303,"范思哲香水, 祖玛珑香水",2
0.05189788377561303,"博柏利香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",2
0.05189788377561303,"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 兰蔻香水",2
0.05189788377561303,"迪奥Dior香水 真我女士浓香100ML, 迪奥香水",2
0.05189788377561303,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 菲拉格慕香水",2
0.05189788377561303,"迪奥香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",2
0.05189788377561303,"Dior迪奥真我香水女士 -100ml淡香水EDT, 迪奥香水",2
0.0517299294591871,"马克.雅可布香水, 兰蔻香水",2
0.0517299294591871,"古驰香水, 迪奥香水",2
0.0517299294591871,"Dior迪奥真我香水女士 -100ml淡香水EDT, 祖玛珑香水",2
0.0517299294591871,"博士淡香水, 兰蔻香水",2
0.0517299294591871,"浪凡香水, 博柏利香水",2
0.05156197514276117,"兰蔻香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",2
0.05156197514276117,"菲拉格慕香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",2
0.05156197514276117,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 兰蔻香水",2
0.05156197514276117,"博士淡香水, 迪奥香水",2
0.051394020826335235,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 迪奥香水",2
0.051394020826335235,"博士淡香水, 菲拉格慕香水",2
0.051394020826335235,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 博柏利香水",2
0.051394020826335235,"祖玛珑香水, 香奈儿可可小姐淡香水（瓶装）",2
0.0512260665099093,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 兰蔻香水",2
0.0512260665099093,"Chanel香奈儿COCO可可小姐女士淡香水100ml, 菲拉格慕香水",2
0.0512260665099093,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 迪奥香水",2
0.0512260665099093,"兰蔻香水, 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",2
0.0512260665099093,"迪奥香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",2
0.05105811219348337,"马克.雅可布香水, 博柏利香水",2
0.05105811219348337,"博士淡香水, 博柏利香水",2
0.05105811219348337," CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 菲拉格慕香水",2
0.05105811219348337,"Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装, 兰蔻香水",2
0.05105811219348337,"范思哲香水, 迪奥香水",2
0.05105811219348337,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 博柏利香水",2
0.05105811219348337,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 迪奥香水",2
0.05105811219348337,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 祖玛珑香水",2
0.05089015787705744,"迪奥Dior香水 真我女士浓香100ML, 菲拉格慕香水",2
0.05089015787705744,"万宝龙传奇女士香水 30ml, 祖玛珑香水",2
0.05089015787705744,"菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml, 菲拉格慕香水",2
0.05072220356063151,"祖玛珑香水, 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",2
0.05072220356063151," CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 兰蔻香水",2
0.05072220356063151,"【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色, 祖玛珑香水",2
0.05072220356063151,"祖玛珑香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",2
0.05072220356063151,"博柏利香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",2
0.050554249244205575,"迪奥香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",2
0.050554249244205575,"阿玛尼Gio寄情水男士淡香水 50ML, 菲拉格慕香水",2
0.050554249244205575,"菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml, 祖玛珑香水",2
0.050554249244205575,"浪凡香水, 兰蔻香水",2
0.05038629492777964,"博柏利香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",2
0.05038629492777964,"迪奥香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",2
0.05038629492777964,"迪奥Dior香水 真我女士浓香100ML, 兰蔻香水",2
0.05038629492777964,"兰蔻香水, 香奈儿可可小姐淡香水（瓶装）",2
0.05021834061135371,"菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml, 兰蔻香水",2
0.05021834061135371,"【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色, 兰蔻香水",2
0.05005038629492778,"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 祖玛珑香水",2
0.04988243197850185,"【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色, 菲拉格慕香水",2
0.04988243197850185,"马克.雅可布香水, 迪奥香水",2
0.04988243197850185,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 祖玛珑香水",2
0.04988243197850185,"迪奥Dior香水 真我女士浓香100ML, 祖玛珑香水",2
0.04988243197850185,"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 祖玛珑香水",2
0.04988243197850185,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 博柏利香水",2
0.04988243197850185,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 兰蔻香水",2
0.049714477662075915,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 兰蔻香水",2
0.049714477662075915,"普拉达香水, 博柏利香水",2
0.049714477662075915,"博士淡香水, 祖玛珑香水",2
0.04954652334564998,"范思哲香水, 菲拉格慕香水",2
0.04954652334564998,"宝格丽女士香水, 兰蔻香水",2
0.04954652334564998," CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 祖玛珑香水",2
0.04954652334564998,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 博柏利香水",2
0.04954652334564998,"博柏利香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",2
0.04937856902922405,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 菲拉格慕香水",2
0.04937856902922405,"马克.雅可布香水, 菲拉格慕香水",2
0.04937856902922405,"兰蔻香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",2
0.04921061471279812,"普拉达香水, 祖玛珑香水",2
0.04921061471279812,"范思哲香水, 兰蔻香水",2
0.04904266039637219,"普拉达香水, 迪奥香水",2
0.04904266039637219,"普拉达香水, 兰蔻香水",2
0.04904266039637219,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 迪奥香水",2
0.04904266039637219,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 菲拉格慕香水",2
0.04904266039637219,"普拉达香水, 菲拉格慕香水",2
0.04904266039637219,"兰蔻香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",2
0.048874706079946255,"迪奥香水, Chanel香奈儿COCO可可小姐女士淡香水100ml",2
0.048874706079946255,"菲拉格慕香水, 香奈儿可可小姐淡香水（瓶装）",2
